client_id,rm_id,desk,first_name,age,city_tier,segment,wealth_source,risk_profile,preferred_language,relationship_tenure_years,days_since_last_contact,total_aum_inr,alloc_direct_equity_pct,alloc_equity_mf_pct,alloc_debt_mf_bonds_pct,alloc_pms_pct,alloc_aif_pct,alloc_unlisted_pct,alloc_gold_pct,top_sector_exposure,debt_duration_bucket,unlisted_holding_tag,intl_equity_exposure_pct,existing_thematic_exposure_pct,sip_active,sip_monthly_inr,avg_lumpsum_ticket_inr,days_since_last_lumpsum,ledger_balance_inr
C-0230,RM-04,HNI,Aditi,48,Tier 1,HNI,Professional,Conservative,Marathi,12,199,25300000,3.8,29.0,58.3,0.0,0.0,0.0,8.9,IT,Medium,No holding,3.4,0.0,True,20000,1000000,51,400000
C-0231,RM-04,HNI,Tanvi,49,Tier 1,HNI,Professional,Moderate,Marathi,8,70,60700000,26.8,30.5,20.7,20.4,0.0,0.0,1.6,Diversified,Long,No holding,6.4,16.7,False,0,4100000,125,500000
C-0232,RM-04,HNI,Vinod,34,Tier 2,HNI,Salaried CXO,Conservative,English,8,273,22700000,4.7,37.5,53.2,0.0,0.0,0.0,4.6,Diversified,Short,No holding,1.7,0.0,False,0,1000000,59,0
C-0233,RM-04,HNI,Vinod,54,Tier 1,HNI,Business Owner,Moderate,Gujarati,8,277,40900000,16.9,41.6,33.5,0.0,0.0,0.0,8.0,Infra,Long,No holding,0.0,0.0,True,60000,2600000,123,0
C-0234,RM-04,HNI,Chirag,46,Tier 1,HNI,Salaried CXO,Moderate,Hindi,12,95,41200000,22.9,27.9,30.2,15.0,0.0,0.0,4.0,Diversified,Short,No holding,0.0,13.5,False,0,3300000,9,0
C-0235,RM-04,HNI,Meera,52,Tier 1,UHNI,Business Owner,Conservative,English,15,291,143900000,8.1,33.9,45.3,5.7,0.0,0.0,7.0,IT,Medium,No holding,0.0,0.0,False,0,7700000,118,200000
C-0236,RM-04,HNI,Ishaan,50,Tier 1,HNI,Professional,Moderate,Hindi,10,26,56600000,14.4,35.6,27.6,15.5,0.0,0.0,6.9,Infra,Medium,No holding,0.0,0.0,False,0,3000000,305,200000
C-0237,RM-04,HNI,Neha,50,Tier 2,HNI,Professional,Moderate,English,13,128,28900000,23.4,35.7,36.8,0.0,0.0,0.0,4.1,Diversified,Medium,No holding,4.3,0.0,True,60000,900000,323,100000
C-0238,RM-04,HNI,Vinod,48,Tier 1,HNI,Business Owner,Aggressive,English,8,342,58300000,25.7,29.6,14.6,29.0,0.0,0.0,1.1,BFSI,Long,No holding,0.0,0.0,False,0,2600000,162,100000
C-0239,RM-04,HNI,Shreya,55,Tier 1,UHNI,Inherited,Aggressive,Marathi,14,247,129700000,29.0,27.5,22.3,17.6,0.0,0.0,3.6,Infra,Short,No holding,0.0,17.4,True,235000,9300000,298,1300000
C-0240,RM-04,HNI,Siddharth,46,Tier 2,HNI,Professional,Conservative,Hindi,8,243,16300000,9.8,29.9,51.7,0.0,0.0,0.0,8.6,Auto,Medium,No holding,0.0,0.0,False,0,800000,261,100000
C-0241,RM-04,HNI,Naveen,35,Tier 1,HNI,Salaried CXO,Aggressive,English,8,248,25200000,34.8,38.4,26.2,0.0,0.0,0.0,0.6,Diversified,Medium,No holding,0.0,0.0,True,55000,1000000,379,200000
C-0242,RM-04,HNI,Vidya,53,Tier 2,HNI,Professional,Moderate,English,1,66,35100000,14.8,37.4,45.8,0.0,0.0,0.0,2.0,FMCG,Long,No holding,5.2,0.0,False,0,1300000,338,0
C-0243,RM-04,HNI,Vidya,41,Tier 1,HNI,Professional,Moderate,Marathi,5,384,31800000,20.4,43.3,32.6,0.0,0.0,0.0,3.7,Auto,Medium,No holding,0.0,0.0,False,0,1100000,100,0
C-0244,RM-04,HNI,Sneha,36,Tier 2,HNI,Business Owner,Moderate,English,14,119,33300000,27.1,32.3,15.8,15.9,0.0,3.7,5.2,Infra,Long,Unlisted Co. A,0.0,0.0,False,0,2300000,249,200000
C-0245,RM-04,HNI,Sunil,39,Tier 1,HNI,Business Owner,Moderate,Marathi,2,314,19500000,21.4,41.2,36.8,0.0,0.0,0.0,0.6,BFSI,Long,No holding,0.0,0.0,False,0,1300000,331,0
C-0246,RM-04,HNI,Ramesh,51,Tier 1,HNI,Professional,Conservative,Gujarati,5,395,86600000,4.9,29.7,51.0,7.1,0.0,0.0,7.3,Infra,Short,No holding,0.0,0.0,True,45000,5300000,131,400000
C-0247,RM-04,HNI,Arjun,47,Tier 2,HNI,Inherited,Aggressive,English,14,97,18300000,31.5,34.1,34.1,0.0,0.0,0.0,0.3,Pharma,Long,No holding,0.0,12.8,False,0,1100000,242,0
C-0248,RM-04,HNI,Kabir,32,Tier 2,HNI,Salaried CXO,Moderate,Hindi,16,254,35800000,19.4,52.4,24.3,0.0,0.0,0.0,3.9,BFSI,Long,No holding,6.8,0.0,False,0,1400000,171,100000
C-0249,RM-04,HNI,Shreya,45,Tier 1,HNI,Salaried CXO,Moderate,Hindi,8,17,71100000,20.8,32.0,29.1,15.5,0.0,0.0,2.6,FMCG,Short,No holding,0.0,0.0,False,0,4300000,133,0
C-0250,RM-04,HNI,Kiran,59,Tier 1,HNI,Professional,Moderate,Gujarati,8,254,39300000,14.4,36.4,43.7,0.0,0.0,0.0,5.5,Auto,Medium,No holding,0.0,0.0,True,60000,1300000,87,100000
C-0251,RM-04,HNI,Devika,44,Tier 1,HNI,Salaried CXO,Conservative,English,10,176,23300000,2.4,35.1,57.5,0.0,0.0,0.0,5.0,IT,Short,No holding,0.0,0.0,False,0,2000000,19,0
C-0252,RM-04,HNI,Vikram,47,Tier 2,HNI,Business Owner,Conservative,English,14,29,19100000,7.5,32.5,55.1,0.0,0.0,0.0,4.9,Pharma,Medium,No holding,3.2,0.0,False,0,600000,316,100000
C-0253,RM-04,HNI,Pallavi,57,Tier 2,HNI,Salaried CXO,Moderate,English,9,269,35200000,22.9,29.7,23.4,17.4,0.0,0.0,6.6,IT,Short,No holding,0.0,0.0,False,0,2000000,344,0
C-0254,RM-04,HNI,Tanvi,55,Tier 1,HNI,Inherited,Moderate,Hindi,4,387,26400000,23.1,37.0,37.8,0.0,0.0,0.0,2.1,Pharma,Medium,No holding,0.0,0.0,False,0,800000,275,100000
C-0255,RM-04,HNI,Kabir,57,Tier 1,HNI,Inherited,Aggressive,Gujarati,8,34,44800000,24.8,26.2,13.8,28.4,0.0,0.0,6.8,Auto,Short,No holding,0.0,0.0,True,90000,3500000,105,100000
C-0256,RM-04,HNI,Manish,32,Tier 1,HNI,Inherited,Moderate,Gujarati,5,357,18500000,21.0,38.3,31.3,0.0,0.0,0.0,9.4,Diversified,Medium,No holding,0.0,3.9,False,0,700000,12,100000
C-0257,RM-04,HNI,Lakshmi,64,Tier 2,HNI,Business Owner,Moderate,Hindi,13,337,62600000,20.8,33.8,20.0,17.7,0.0,0.0,7.7,Diversified,Short,No holding,0.0,0.0,False,0,5400000,267,600000
C-0258,RM-04,HNI,Manish,54,Tier 1,HNI,Salaried CXO,Aggressive,English,3,219,42600000,34.2,33.9,18.4,12.1,0.0,0.0,1.4,BFSI,Medium,No holding,0.0,0.0,False,0,1400000,87,200000
C-0259,RM-04,HNI,Neha,68,Tier 1,HNI,Professional,Conservative,English,11,360,44400000,19.4,31.4,34.6,0.0,0.0,0.0,14.6,FMCG,Medium,No holding,0.0,0.0,False,0,3500000,232,300000
C-0260,RM-04,HNI,Kavita,41,Tier 2,HNI,Business Owner,Moderate,Gujarati,3,124,88400000,31.5,16.5,19.1,15.8,13.5,0.0,3.6,BFSI,Medium,No holding,6.8,0.0,True,160000,6100000,407,1200000
C-0261,RM-04,HNI,Sunil,32,Tier 1,HNI,Business Owner,Moderate,English,18,288,31400000,21.0,37.9,34.4,0.0,0.0,0.0,6.7,Auto,Short,No holding,0.0,0.0,False,0,1400000,6,0
C-0262,RM-04,HNI,Kiran,48,Tier 1,HNI,Professional,Conservative,Gujarati,12,279,26800000,11.5,26.8,55.3,0.0,0.0,0.0,6.4,BFSI,Short,No holding,0.0,0.0,True,20000,1100000,244,300000
C-0263,RM-04,HNI,Neha,46,Tier 1,HNI,Professional,Conservative,English,3,232,29600000,6.0,27.7,54.9,0.0,0.0,0.0,11.4,Diversified,Medium,No holding,0.0,14.2,False,0,1500000,417,300000
C-0264,RM-04,HNI,Tanvi,54,Tier 1,HNI,Professional,Conservative,English,18,333,36000000,5.7,14.5,59.0,0.0,0.0,0.0,20.8,Auto,Long,No holding,0.0,4.5,False,0,2900000,143,100000
C-0265,RM-04,HNI,Naveen,58,Tier 2,HNI,Business Owner,Conservative,Marathi,11,350,38000000,4.5,17.4,48.7,21.3,0.0,0.0,8.1,IT,Short,No holding,0.0,3.0,False,0,3100000,342,300000
C-0266,RM-04,HNI,Aarav,47,Tier 1,HNI,Salaried CXO,Moderate,English,11,314,25300000,19.8,40.2,31.3,0.0,0.0,0.0,8.7,BFSI,Medium,No holding,0.0,0.0,False,0,1000000,348,0
C-0267,RM-04,HNI,Aarav,46,Tier 1,HNI,Business Owner,Conservative,English,2,235,13100000,19.7,36.2,38.8,0.0,0.0,0.0,5.3,Diversified,Short,No holding,0.0,0.0,False,0,700000,206,0
C-0268,RM-04,HNI,Naveen,53,Tier 1,HNI,Business Owner,Moderate,Hindi,4,390,29400000,12.4,41.0,40.7,0.0,0.0,3.5,2.4,Diversified,Medium,Unlisted Co. E,0.0,0.0,True,20000,1300000,132,100000
C-0269,RM-04,HNI,Ramesh,46,Tier 2,HNI,Salaried CXO,Conservative,Hindi,15,222,48800000,13.3,32.9,46.2,0.0,0.0,0.0,7.6,Diversified,Short,No holding,0.0,6.4,False,0,1800000,287,800000
C-0270,RM-04,HNI,Vikram,45,Tier 1,HNI,Salaried CXO,Conservative,Marathi,9,255,43100000,9.3,21.4,62.6,0.0,0.0,0.4,6.3,BFSI,Medium,Unlisted Co. A,0.0,0.0,False,0,3000000,262,100000
C-0271,RM-04,HNI,Chirag,57,Tier 1,HNI,Promoter,Moderate,Marathi,12,76,77400000,13.9,38.7,24.4,9.9,0.0,0.0,13.1,IT,Short,No holding,0.0,3.4,False,0,3900000,202,200000
C-0272,RM-04,HNI,Prakash,59,Tier 1,UHNI,Salaried CXO,Conservative,Hindi,18,129,117300000,7.3,18.8,49.3,11.9,0.0,0.0,12.7,BFSI,Short,No holding,0.0,0.0,False,0,5100000,84,100000
C-0273,RM-04,HNI,Kabir,58,Tier 1,HNI,Business Owner,Aggressive,English,8,361,60700000,30.3,20.3,10.1,30.9,0.0,0.9,7.5,Diversified,Short,Unlisted Co. A,0.0,4.2,True,50000,5000000,314,200000
C-0274,RM-04,HNI,Neha,46,Tier 2,HNI,Business Owner,Moderate,English,7,199,85600000,25.2,33.6,26.8,11.5,0.0,0.0,2.9,Diversified,Short,No holding,0.0,13.8,False,0,6400000,92,600000
C-0275,RM-04,HNI,Neha,32,Tier 2,HNI,Professional,Conservative,Marathi,15,204,61000000,9.3,32.4,46.1,8.3,0.0,0.0,3.9,BFSI,Medium,No holding,0.0,0.0,False,0,4700000,60,300000
C-0276,RM-04,HNI,Kavita,47,Tier 2,UHNI,Business Owner,Conservative,English,2,326,102400000,18.8,23.1,45.9,0.0,0.0,0.0,12.2,FMCG,Long,No holding,0.0,0.0,False,0,3300000,32,0
C-0277,RM-04,HNI,Aarav,41,Tier 1,UHNI,Business Owner,Moderate,Marathi,9,131,110700000,19.4,33.4,27.6,16.0,0.0,0.0,3.6,BFSI,Medium,No holding,0.0,2.9,False,0,9400000,190,0
C-0278,RM-04,HNI,Ananya,47,Tier 1,HNI,Salaried CXO,Moderate,Hindi,16,106,67500000,28.3,22.0,24.5,18.4,0.0,0.0,6.8,Diversified,Long,No holding,0.0,0.0,False,0,4400000,54,300000
C-0279,RM-04,HNI,Pooja,42,Tier 2,HNI,Business Owner,Aggressive,English,5,4,59000000,30.4,30.1,22.7,13.6,0.0,0.0,3.2,IT,Medium,No holding,5.9,4.6,True,55000,3600000,144,200000
C-0280,RM-04,HNI,Harsh,48,Tier 1,HNI,Professional,Moderate,English,6,93,35700000,16.6,35.4,41.2,0.0,0.0,0.0,6.8,FMCG,Short,No holding,0.0,14.3,False,0,1100000,105,100000
C-0281,RM-04,HNI,Kiran,39,Tier 2,HNI,Salaried CXO,Moderate,Hindi,9,205,39100000,13.2,33.0,31.4,18.3,0.0,0.0,4.1,Pharma,Short,No holding,0.0,4.2,True,35000,3300000,195,0
C-0282,RM-04,HNI,Arjun,36,Tier 1,HNI,Business Owner,Moderate,English,2,290,33200000,20.4,26.6,18.5,31.9,0.0,0.0,2.6,Auto,Short,No holding,6.4,0.0,True,75000,2100000,327,0
C-0283,RM-04,HNI,Akash,59,Tier 1,HNI,Professional,Aggressive,English,2,132,56300000,26.4,39.5,16.0,17.1,0.0,0.0,1.0,FMCG,Short,No holding,0.0,0.0,True,55000,4500000,191,300000
C-0284,RM-04,HNI,Chirag,39,Tier 1,HNI,Salaried CXO,Moderate,Hindi,5,178,26900000,26.5,40.4,31.7,0.0,0.0,0.0,1.4,Infra,Long,No holding,0.0,0.0,False,0,1900000,236,100000
C-0285,RM-04,HNI,Meera,48,Tier 1,HNI,Professional,Conservative,English,17,89,36000000,9.8,25.3,54.0,0.0,0.0,0.0,10.9,FMCG,Medium,No holding,0.0,0.0,False,0,2800000,64,200000
C-0286,RM-04,HNI,Deepak,57,Tier 1,HNI,Business Owner,Moderate,English,4,326,11000000,14.4,35.1,42.9,0.0,0.0,0.0,7.6,Diversified,Medium,No holding,0.0,0.0,True,5000,800000,51,100000
C-0287,RM-04,HNI,Ishaan,56,Tier 1,UHNI,Professional,Aggressive,Hindi,14,210,103200000,24.1,38.0,19.7,17.5,0.0,0.0,0.7,Auto,Medium,No holding,0.0,0.0,True,90000,8800000,410,300000
C-0288,RM-04,HNI,Kavita,55,Tier 1,HNI,Business Owner,Moderate,Gujarati,8,58,35400000,22.2,41.3,33.6,0.0,0.0,0.0,2.9,Auto,Short,No holding,2.5,0.0,False,0,1500000,262,100000
C-0289,RM-04,HNI,Kabir,51,Tier 1,HNI,Salaried CXO,Aggressive,English,14,244,51400000,28.5,40.3,20.0,10.3,0.0,0.0,0.9,FMCG,Medium,No holding,0.0,0.0,True,30000,2200000,11,0
C-0290,RM-04,HNI,Aarav,55,Tier 2,HNI,Business Owner,Aggressive,Marathi,6,134,89200000,20.0,28.4,29.8,20.5,0.0,0.0,1.3,BFSI,Short,No holding,0.0,0.0,False,0,6500000,239,200000
C-0291,RM-04,HNI,Bhavna,60,Tier 1,HNI,Promoter,Conservative,Marathi,16,346,47200000,8.5,35.2,42.6,0.0,0.0,0.0,13.7,Pharma,Short,No holding,0.0,0.0,True,30000,2800000,9,100000
C-0292,RM-04,HNI,Vikram,52,Tier 2,HNI,Business Owner,Aggressive,English,7,107,88500000,28.7,25.2,21.8,22.7,0.0,0.0,1.6,Diversified,Short,No holding,0.0,0.0,False,0,5800000,37,100000
C-0293,RM-04,HNI,Rohan,32,Tier 1,HNI,Inherited,Moderate,English,15,346,20200000,13.0,52.9,31.1,0.0,0.0,0.0,3.0,IT,Short,No holding,4.3,0.0,False,0,1500000,159,200000
C-0294,RM-04,HNI,Bhavna,43,Tier 1,UHNI,Inherited,Moderate,Gujarati,15,279,149500000,14.0,22.5,23.2,24.6,12.6,0.0,3.1,BFSI,Medium,No holding,0.0,0.0,False,0,9400000,277,700000
C-0295,RM-04,HNI,Kabir,54,Tier 1,HNI,Salaried CXO,Moderate,English,8,55,72700000,29.3,28.2,20.2,19.2,0.0,0.0,3.1,IT,Short,No holding,4.4,0.0,False,0,5600000,262,0
C-0296,RM-04,HNI,Meera,42,Tier 2,HNI,Salaried CXO,Aggressive,Gujarati,13,303,44900000,22.4,20.5,33.2,21.5,0.0,0.0,2.4,Infra,Short,No holding,0.0,0.0,True,90000,2200000,333,500000
C-0297,RM-04,HNI,Varun,63,Tier 1,HNI,Salaried CXO,Moderate,Hindi,3,288,87600000,15.5,25.6,23.2,22.8,0.0,0.0,12.9,BFSI,Long,No holding,0.0,0.0,True,85000,7100000,79,300000
C-0298,RM-04,HNI,Uday,47,Tier 2,HNI,Promoter,Moderate,English,9,182,21000000,17.9,27.6,29.0,24.0,0.0,0.0,1.5,Diversified,Long,No holding,0.0,0.0,True,45000,800000,84,0
C-0299,RM-04,HNI,Shreya,49,Tier 1,HNI,Professional,Conservative,Hindi,7,65,34100000,6.9,31.1,53.2,0.0,0.0,0.0,8.8,BFSI,Medium,No holding,0.0,0.0,True,65000,2300000,226,400000
C-0300,RM-04,HNI,Bhavna,58,Tier 2,HNI,Salaried CXO,Moderate,English,18,191,88500000,22.8,36.3,20.8,15.6,0.0,0.0,4.5,Infra,Medium,No holding,0.0,0.0,False,0,7400000,365,200000
C-0301,RM-04,HNI,Pallavi,46,Tier 2,HNI,Business Owner,Aggressive,Marathi,17,243,14300000,27.2,45.4,26.8,0.0,0.0,0.0,0.6,Infra,Medium,No holding,2.7,0.0,True,20000,600000,304,100000
C-0302,RM-04,HNI,Pallavi,50,Tier 2,HNI,Inherited,Moderate,English,15,53,54400000,20.8,32.6,16.4,20.5,0.0,8.6,1.1,Pharma,Short,Unlisted Co. A,0.0,11.7,False,0,2700000,282,200000
C-0303,RM-04,HNI,Rakesh,56,Tier 1,HNI,Business Owner,Conservative,Marathi,18,137,53600000,17.0,18.1,47.8,12.1,0.0,0.0,5.0,Diversified,Medium,No holding,5.4,11.5,True,60000,2600000,44,100000
C-0304,RM-04,HNI,Swati,35,Tier 2,UHNI,Business Owner,Aggressive,English,18,281,118100000,32.5,17.6,11.1,19.5,10.4,5.9,3.0,Pharma,Short,Unlisted Co. A,0.0,5.5,False,0,7500000,369,600000
C-0305,RM-04,HNI,Kiran,45,Tier 1,HNI,Business Owner,Aggressive,Gujarati,14,221,16700000,22.3,48.1,29.3,0.0,0.0,0.0,0.3,Infra,Short,No holding,0.0,14.4,False,0,900000,413,0
C-0306,RM-04,HNI,Prakash,55,Tier 2,HNI,Salaried CXO,Moderate,Marathi,11,396,96900000,20.7,25.1,30.2,22.5,0.0,0.0,1.5,Diversified,Long,No holding,0.0,0.0,False,0,3500000,246,200000
C-0307,RM-04,HNI,Jaya,49,Tier 1,HNI,Inherited,Conservative,English,4,87,29400000,9.3,34.0,45.4,0.0,0.0,0.0,11.3,BFSI,Medium,No holding,6.2,5.3,False,0,2500000,144,100000
C-0308,RM-04,HNI,Harsh,61,Tier 1,HNI,Professional,Moderate,English,15,311,31300000,15.0,38.1,42.0,0.0,0.0,0.0,4.9,BFSI,Long,No holding,0.0,0.0,False,0,1300000,279,100000
C-0309,RM-04,HNI,Kiran,34,Tier 1,HNI,Business Owner,Conservative,Gujarati,4,170,20400000,8.6,29.0,56.0,0.0,0.0,0.0,6.4,BFSI,Medium,No holding,0.0,0.0,False,0,1300000,271,100000
C-0310,RM-04,HNI,Shalini,33,Tier 2,HNI,Salaried CXO,Moderate,Gujarati,4,90,22000000,18.7,40.9,29.1,0.0,0.0,3.6,7.7,Diversified,Medium,Unlisted Co. D,0.0,0.0,False,0,1400000,390,100000
C-0311,RM-05,HNI,Sneha,56,Tier 2,HNI,Inherited,Moderate,Gujarati,5,309,93900000,24.9,28.2,24.1,11.4,10.7,0.0,0.7,Diversified,Medium,No holding,0.0,0.0,False,0,3500000,331,0
C-0312,RM-05,HNI,Meera,48,Tier 2,HNI,Salaried CXO,Moderate,English,16,244,48600000,20.6,23.2,29.7,23.0,0.0,0.0,3.5,Diversified,Short,No holding,0.0,0.0,False,0,1700000,283,400000
C-0313,RM-05,HNI,Nikhil,33,Tier 1,HNI,Salaried CXO,Moderate,Marathi,15,396,24700000,16.7,50.0,29.2,0.0,0.0,0.0,4.1,Diversified,Short,No holding,0.0,2.1,True,45000,2200000,326,100000
C-0314,RM-05,HNI,Prakash,46,Tier 1,HNI,Inherited,Conservative,English,6,263,19000000,16.8,25.6,43.5,0.0,0.0,0.0,14.1,Diversified,Short,No holding,0.0,0.0,True,15000,600000,12,100000
C-0315,RM-05,HNI,Ramesh,48,Tier 1,HNI,Business Owner,Conservative,English,15,160,61600000,12.1,23.2,57.3,0.0,0.0,0.0,7.4,FMCG,Short,No holding,0.0,6.3,False,0,4500000,39,200000
C-0316,RM-05,HNI,Lakshmi,51,Tier 1,HNI,Salaried CXO,Aggressive,English,12,101,19000000,22.4,48.5,27.5,0.0,0.0,0.0,1.6,Diversified,Long,No holding,0.0,0.0,True,20000,1300000,380,0
C-0317,RM-05,HNI,Ananya,41,Tier 1,HNI,Salaried CXO,Aggressive,Hindi,13,19,20000000,24.8,26.5,9.0,37.2,0.0,1.7,0.8,Diversified,Short,Unlisted Co. B,0.0,0.0,False,0,1300000,329,200000
C-0318,RM-05,HNI,Rupal,58,Tier 1,HNI,Professional,Moderate,Marathi,7,307,23000000,20.2,45.7,32.5,0.0,0.0,0.0,1.6,Auto,Medium,No holding,0.0,18.3,False,0,1800000,260,0
C-0319,RM-05,HNI,Prakash,48,Tier 1,HNI,Inherited,Conservative,Hindi,5,373,37300000,6.2,35.1,46.0,0.0,0.0,0.0,12.7,Infra,Long,No holding,7.7,19.4,True,45000,3300000,134,200000
C-0320,RM-05,HNI,Ramesh,40,Tier 1,HNI,Business Owner,Conservative,Hindi,13,265,49200000,10.3,25.8,41.9,11.0,0.0,0.0,11.0,BFSI,Medium,No holding,0.0,0.0,True,100000,1600000,179,200000
C-0321,RM-05,HNI,Prakash,44,Tier 1,HNI,Professional,Conservative,English,1,195,67400000,4.1,9.2,72.7,8.5,0.0,0.3,5.2,Infra,Short,Unlisted Co. A,0.0,0.0,False,0,4500000,168,300000
C-0322,RM-05,HNI,Parth,65,Tier 1,HNI,Professional,Aggressive,Marathi,7,53,62200000,23.1,42.0,13.6,15.7,0.0,0.0,5.6,FMCG,Long,No holding,0.0,15.8,False,0,4500000,185,300000
C-0323,RM-05,HNI,Vikram,54,Tier 1,HNI,Inherited,Aggressive,English,3,257,35000000,21.2,57.9,18.9,0.0,0.0,0.0,2.0,Diversified,Short,No holding,0.0,0.0,False,0,1700000,265,300000
C-0324,RM-05,HNI,Akash,57,Tier 1,HNI,Inherited,Moderate,English,1,80,61400000,20.5,31.5,27.7,11.7,0.0,0.0,8.6,Diversified,Short,No holding,0.0,0.0,True,70000,5100000,319,0
C-0325,RM-05,HNI,Arjun,39,Tier 1,HNI,Professional,Aggressive,Marathi,1,249,24200000,32.1,35.7,31.1,0.0,0.0,0.0,1.1,Auto,Medium,No holding,0.0,0.0,False,0,1400000,164,200000
C-0326,RM-05,HNI,Vidya,42,Tier 2,HNI,Business Owner,Conservative,English,2,121,12900000,8.9,20.4,49.9,0.0,0.0,5.0,15.8,Pharma,Medium,Unlisted Co. C,0.0,2.2,True,15000,500000,350,0
C-0327,RM-05,HNI,Uday,42,Tier 1,HNI,Salaried CXO,Moderate,English,17,346,24200000,19.5,33.5,30.0,0.0,0.0,0.0,17.0,FMCG,Long,No holding,0.0,6.6,False,0,2000000,42,200000
C-0328,RM-05,HNI,Mohit,50,Tier 1,HNI,Inherited,Conservative,English,14,374,22500000,5.4,42.1,42.7,0.0,0.0,0.0,9.8,BFSI,Short,No holding,4.9,0.0,True,40000,1900000,340,0
C-0329,RM-05,HNI,Pooja,46,Tier 1,HNI,Professional,Moderate,English,18,94,24700000,31.8,41.2,25.2,0.0,0.0,0.0,1.8,FMCG,Medium,No holding,0.0,0.0,True,55000,900000,285,100000
C-0330,RM-05,HNI,Neha,44,Tier 1,HNI,Salaried CXO,Aggressive,Gujarati,2,131,20600000,29.4,35.3,29.4,0.0,0.0,0.0,5.9,BFSI,Medium,No holding,0.0,11.3,False,0,1500000,216,0
C-0331,RM-05,HNI,Yash,45,Tier 1,HNI,Inherited,Aggressive,English,18,368,27200000,30.7,38.3,29.2,0.0,0.0,0.0,1.8,Infra,Long,No holding,0.0,13.8,True,25000,1200000,160,300000
C-0332,RM-05,HNI,Neha,41,Tier 1,HNI,Inherited,Conservative,Marathi,11,8,49200000,2.8,16.5,56.2,17.1,0.0,0.0,7.4,Auto,Short,No holding,0.0,13.8,False,0,1500000,159,300000
C-0333,RM-05,HNI,Shreya,46,Tier 1,HNI,Professional,Conservative,English,15,207,89900000,8.3,19.9,50.9,13.6,0.0,0.0,7.3,Diversified,Short,No holding,0.0,0.0,True,65000,4100000,154,0
C-0334,RM-05,HNI,Manish,58,Tier 2,HNI,Inherited,Moderate,Hindi,16,57,13600000,25.2,38.5,21.2,0.0,0.0,8.5,6.6,Diversified,Long,Unlisted Co. A,0.0,0.0,True,25000,1100000,397,0
C-0335,RM-05,HNI,Meera,34,Tier 1,HNI,Business Owner,Conservative,Hindi,5,173,17200000,10.2,32.0,51.9,0.0,0.0,0.0,5.9,IT,Medium,No holding,0.0,0.0,True,10000,700000,16,0
C-0336,RM-05,HNI,Rohan,51,Tier 1,HNI,Professional,Moderate,Hindi,14,13,22600000,24.6,39.3,31.1,0.0,0.0,0.0,5.0,Auto,Short,No holding,4.1,13.2,False,0,900000,268,100000
C-0337,RM-05,HNI,Mohit,60,Tier 1,HNI,Promoter,Moderate,English,12,57,53300000,15.3,28.8,29.5,22.3,0.0,0.0,4.1,Diversified,Short,No holding,0.0,0.0,False,0,4000000,415,100000
C-0338,RM-05,HNI,Aarav,46,Tier 2,HNI,Business Owner,Conservative,Hindi,8,161,31300000,12.4,22.1,55.9,0.0,0.0,0.0,9.6,Auto,Long,No holding,3.0,0.0,True,65000,1700000,230,0
C-0339,RM-05,HNI,Devika,43,Tier 1,HNI,Business Owner,Conservative,Hindi,9,24,23500000,23.5,35.5,33.5,0.0,0.0,0.0,7.5,BFSI,Medium,No holding,0.0,0.0,False,0,900000,270,100000
C-0340,RM-05,HNI,Tanvi,56,Tier 2,HNI,Professional,Conservative,Gujarati,4,319,51900000,9.5,27.8,40.4,11.8,0.0,0.0,10.5,BFSI,Medium,No holding,0.0,0.0,False,0,2300000,253,200000
C-0341,RM-05,HNI,Manish,39,Tier 1,HNI,Salaried CXO,Aggressive,English,4,231,59200000,27.5,38.1,21.6,12.3,0.0,0.0,0.5,BFSI,Long,No holding,0.0,0.0,False,0,4600000,214,400000
C-0342,RM-05,HNI,Arjun,48,Tier 1,HNI,Business Owner,Moderate,English,17,180,34600000,18.8,44.4,34.0,0.0,0.0,0.0,2.8,FMCG,Short,No holding,3.5,12.3,False,0,2300000,266,100000
C-0343,RM-05,HNI,Vikram,39,Tier 1,HNI,Business Owner,Moderate,Hindi,14,189,22300000,17.0,36.9,38.0,0.0,0.0,3.8,4.3,Diversified,Short,Unlisted Co. A,1.9,0.0,False,0,1700000,379,100000
C-0344,RM-05,HNI,Yash,32,Tier 2,HNI,Salaried CXO,Moderate,English,11,335,40600000,24.1,27.8,33.4,13.5,0.0,0.0,1.2,IT,Medium,No holding,0.0,0.0,False,0,1500000,300,400000
C-0345,RM-05,HNI,Pallavi,47,Tier 2,HNI,Salaried CXO,Moderate,English,13,338,30800000,22.9,35.8,22.0,18.1,0.0,0.0,1.2,Diversified,Long,No holding,0.0,16.0,False,0,1800000,357,300000
C-0346,RM-05,HNI,Rakesh,37,Tier 2,HNI,Inherited,Conservative,Marathi,8,19,30700000,4.5,42.6,46.7,0.0,0.0,0.0,6.2,FMCG,Short,No holding,3.5,0.0,False,0,2400000,234,0
C-0347,RM-05,HNI,Shreya,48,Tier 1,HNI,Professional,Conservative,English,5,274,26400000,8.0,22.3,50.6,0.0,0.0,0.0,19.1,Pharma,Medium,No holding,0.0,0.0,False,0,1200000,325,200000
C-0348,RM-05,HNI,Ananya,58,Tier 2,HNI,Professional,Moderate,English,17,188,58200000,23.5,35.6,24.0,10.1,0.0,0.0,6.8,Diversified,Short,No holding,0.0,0.0,True,40000,2300000,368,0
